job_title,job_country,job_city,job_category,job_responsibility,job_available
40,CSIG17-腾讯课堂高级测试开发工程师（深圳）,中国,深圳,技术,"负责CSIG在线教育业务质量保障工作，推动质量保障过程中高效的自动化建设，引入业界优秀的工程实践经验，有效提升产品研发效率和质量。
在业务落地持续集成、持续交付相关的工程能力，驱动研发团队落实优秀的代码规范、代码设计原则和高质量的测试
挖掘能提升教育产品质量的工具需求，并能独立完成工具架构和模块设计、编码、测试、文档编写、使用推广等工作
对教育核心业务模块进行代码审查，通过接口测试等白盒测试方法挖掘底层问题",True
41,30359-灯塔-测试开发高级工程师,中国,深圳,技术,"1、负责大数据分析工具系统Web前后端架构/代码层面的专项分析优化，对代码研发质量和系统性能负责。
2、从技术运营层面，构建系统性的质量监控体系，反推架构与代码逻辑的优化。
3、负责Web前后端的接口测试自动化，单元测试自动化，定期复盘Bug清单，追踪到方案设计与代码实现层面，总结提炼质量提升方法论。",True
42,CSIG17-云办公协同测试开发工程师(腾讯云全资子公司),中国,西安,技术,"1. 负责音视频及相关产品的质量及专项技术测试，包括用例设计评审，制定测试方案并评估风险、缺陷跟踪和质量分析等；并结合项目特征，挖掘业务相关的各种专项测试需求；
2. 推动建设自动化测试体系，同时引入业界测试方案，协助团队提升测试的质量和效率；
3. 能独立执行项目测试，包括但不限于功能、性能、稳定性、兼容性，音质，画质，网络策略等方面；并在过程中保持与产品经理、开发的积极有效沟通，快速推动问题解决。

注：此岗位为腾讯集团旗下全资子公司编制岗位。
",True
43,CSIG17-腾讯云SaaS产品高级测试开发工程师（上海）,中国,上海,技术,"负责腾讯云SaaS业务的质量保障工作，包括但不限于接口自动化、性能自动化、稳定性测试等质量保障工作；
结合业务推进CICD的落地，负责研发效能提升工具平台的调研、设计、开发、验证及运营； 
持续探索、引入行业优秀测试技术和理念，帮助团队提升研发质量和效率。",True
44,CSIG17-测试开发高级工程师(深圳),中国,深圳,技术,"1、在安全类项目中，应用行业前沿的优秀的工程实践经验，提升研发和工程生产力和效率； 
2、设计和开发用于研发过程优化的工具平台,落地持续集成,持续交付相关的工程能力. 
3、负责研发效能提升相关的工具平台的前端Web或后端服务的设计和开发.
",True
45,30623-腾讯广告联盟广告移动端高级测试开发工程师（北京）,中国,北京,技术,"负责广告sdk产品的日常迭代和重点项目的测试工作；
负责广告sdk产品的专项测试和工具设计开发工作；
负责终端自动化化、性能、兼容性等专项测试的开展；
负责大型项目的测试方案设计、计划制定、跟踪实施及测试优化；
在项目中分析发现线下/线上问题，探索更多测试手段进行优化，提升研发测试整体质量和效率；

",True
46,TME-腾讯音乐测试开发工程师-专场,中国,深圳,技术,"负责QQ音乐/全民K歌产品ios/android/后台相关特性测试分析和执行；
负责相关产品自动化脚本开发；
负责部分特性终端性能相关测试。",True
47,28096-腾讯音乐广告系统测试开发工程师,中国,深圳,技术,"负责广告平台服务的测试，包括web测试、接口测试、压测、回归diff测试等
开发测试工具和自动化测试脚本，进行自动化测试，负责持续集成建设，提高测试效率
",True
48,TME-腾讯音乐专项测试开发工程师（深圳）,中国,深圳,技术,"负责专项测试的内容和测试工具的开发，如客户端性能、服务端性能、协议和客户端安全等；
负责或参与专项技术深入研究，并产生可在业务落地的测试方法及工具；
负责推动研发团队在专项模块的持续优化，为用户提供更好的产品体验。",True
49,TME-腾讯音乐测试开发组长（深圳）,中国,深圳,技术,"1、负责带领团队全民K歌或QQ音乐对应业务需求质量保障，外网运营质量分析，提升整体服务稳定性和质量
2、负责自动化建设，包括UI、组件、协议自动化，提升研发效率和发布质量
3、负责部分性能测试，挖掘性能问题和隐患，提出优化策略，和其他团队一起完成指标标准减少和持续落地
4、负责引入新的技术，提升团队整体技能水平，挖掘复杂深度，包括不限于各类兼容性、多线程、安全等问题。",True
